frame,timestamp,class,confidence,track_id,x1,y1,x2,y2
180,7.2,No Helmet,0.6885,194,903,512,965,578
180,7.2,Helmet,0.278,195,1222,901,1423,1065
180,7.2,Helmet,0.7848,196,536,584,574,631
181,7.24,Helmet,0.4263,194,887,506,949,573
181,7.24,Helmet,0.4467,196,541,587,579,636
181,7.24,Helmet,0.7839,200,52,570,109,637
182,7.28,No Helmet,0.7518,194,870,505,933,573
182,7.28,Helmet,0.7593,200,75,573,129,636
182,7.28,Helmet,0.764,203,247,574,289,626
183,7.32,Helmet,0.7934,194,855,502,919,572
183,7.32,Helmet,0.5378,200,96,574,148,635
184,7.36,Helmet,0.822,194,838,496,900,564
184,7.36,Helmet,0.5096,200,111,574,163,635
184,7.36,Helmet,0.717,207,579,584,616,632
185,7.4,Helmet,0.7795,194,820,494,883,563
185,7.4,Helmet,0.8044,200,135,576,191,641
185,7.4,Helmet,0.72,207,585,583,621,630
185,7.4,Helmet,0.7242,208,297,578,343,627
186,7.44,Helmet,0.8345,194,805,491,865,558
186,7.44,Helmet,0.6057,200,148,574,203,639
186,7.44,Helmet,0.6451,207,588,593,623,638
186,7.44,Helmet,0.33,192,493,591,533,640
187,7.48,Helmet,0.8198,194,780,487,844,558
187,7.48,Helmet,0.4171,200,172,578,222,637
187,7.48,Helmet,0.8281,211,335,580,381,628
187,7.48,Helmet,0.3158,192,497,593,537,642
188,7.52,Helmet,0.8524,194,760,485,827,559
188,7.52,Helmet,0.7289,200,190,575,242,637
188,7.52,Helmet,0.735,211,345,586,392,635
189,7.56,Helmet,0.683,194,739,482,805,555
189,7.56,Helmet,0.4753,200,203,573,254,632
190,7.6,Helmet,0.9045,194,715,479,783,556
190,7.6,Helmet,0.4897,200,219,576,270,636
190,7.6,Helmet,0.8328,212,384,582,427,627
191,7.64,Helmet,0.8501,194,691,470,763,551
191,7.64,Helmet,0.648,200,230,577,283,640
191,7.64,Helmet,0.7339,212,398,582,440,627
191,7.64,Helmet,0.5664,213,541,592,581,634
192,7.68,Helmet,0.8976,194,666,466,741,550
192,7.68,Helmet,0.6784,200,247,579,296,636
192,7.68,Helmet,0.4107,213,544,595,582,635
193,7.72,Helmet,0.8698,194,643,462,720,548
193,7.72,Helmet,0.3771,200,267,583,313,636
193,7.72,Helmet,0.2658,195,1219,901,1422,1067
193,7.72,Helmet,0.7428,212,429,584,471,628
194,7.76,Helmet,0.8791,194,618,461,694,547
194,7.76,Helmet,0.6286,200,277,583,324,637
194,7.76,Helmet,0.2684,195,1219,900,1422,1066
194,7.76,Helmet,0.7819,212,446,585,487,627
195,7.8,Helmet,0.6898,194,590,456,670,546
195,7.8,Helmet,0.747,200,290,583,336,634
195,7.8,Helmet,0.2671,195,1220,900,1422,1066
195,7.8,Helmet,0.5078,212,466,591,503,630
196,7.84,Helmet,0.8104,194,565,455,643,543
196,7.84,Helmet,0.6126,208,300,580,347,628
197,7.88,Helmet,0.7145,194,534,445,615,537
197,7.88,Helmet,0.7087,200,322,583,365,632
198,7.92,Helmet,0.83,194,503,437,587,533
198,7.92,Helmet,0.3107,195,1220,900,1422,1066
199,7.96,Helmet,0.8931,194,470,432,555,530
199,7.96,Helmet,0.3109,195,1220,900,1423,1066
200,8.0,Helmet,0.903,194,433,425,521,526
201,8.04,Helmet,0.8977,194,397,418,485,519
202,8.08,Helmet,0.8886,194,357,413,447,516
203,8.12,Helmet,0.8999,194,316,409,409,515
204,8.16,Helmet,0.8906,194,268,398,368,513
205,8.2,Helmet,0.9002,194,217,381,327,509
205,8.2,Helmet,0.6693,218,570,596,618,632
206,8.24,Helmet,0.8878,194,168,379,278,507
206,8.24,Helmet,0.674,218,582,598,626,631
206,8.24,Helmet,0.7254,220,425,589,466,638
207,8.28,Helmet,0.8914,194,111,372,223,502
207,8.28,Helmet,0.3728,218,592,597,638,632
207,8.28,Helmet,0.6589,220,440,587,480,635
208,8.32,Helmet,0.8798,194,50,359,167,495
208,8.32,Helmet,0.7184,220,450,588,491,637
209,8.36,Helmet,0.8923,194,0,341,114,482
209,8.36,Helmet,0.5972,220,462,592,506,645
209,8.36,Helmet,0.3179,195,1220,901,1422,1066
209,8.36,Helmet,0.5747,218,609,591,659,629
210,8.4,Helmet,0.7646,220,469,592,516,648
210,8.4,Helmet,0.5509,218,616,588,669,629
211,8.44,Helmet,0.7904,220,486,589,528,639
211,8.44,Helmet,0.5867,218,627,588,676,626
212,8.48,Helmet,0.3468,220,495,589,536,637
213,8.52,Helmet,0.5079,220,503,590,543,638
214,8.56,Helmet,0.7641,192,514,598,559,652
214,8.56,Helmet,0.6111,218,665,595,709,630
215,8.6,Helmet,0.7201,218,670,594,718,632
215,8.6,Helmet,0.8405,220,523,595,568,648
216,8.64,Helmet,0.8213,220,535,592,579,645
217,8.68,Helmet,0.8043,220,543,593,585,644
218,8.72,Helmet,0.4304,220,550,595,592,645
219,8.76,Helmet,0.354,220,558,599,603,653
222,8.88,Helmet,0.5295,,1529,536,1576,592
223,8.92,Helmet,0.5154,228,1526,536,1572,591
224,8.96,Helmet,0.5351,228,1524,535,1571,590
