frame,class,confidence,x1,y1,x2,y2
37,Helmet,0.5094,197,296,444,595
37,Helmet,0.2957,0,416,48,532
38,Helmet,0.9277,1821,262,2090,513
38,Helmet,0.876,2337,343,2553,553
38,Helmet,0.8708,48,249,203,416
38,Helmet,0.652,868,278,1001,442
38,Helmet,0.6367,1420,297,1558,467
38,Helmet,0.5149,284,296,510,586
39,Helmet,0.9173,1858,283,2132,538
39,Helmet,0.8731,2324,343,2527,558
39,Helmet,0.8604,846,274,972,434
39,Helmet,0.836,50,252,198,412
39,Helmet,0.7752,1422,297,1559,464
39,Helmet,0.3678,346,295,574,595
40,Helmet,0.9044,1895,299,2175,553
40,Helmet,0.8972,2293,346,2500,556
40,Helmet,0.8736,409,297,670,607
40,Helmet,0.8417,1424,298,1558,462
40,Helmet,0.8227,48,253,198,407
40,Helmet,0.5166,816,271,943,439
41,Helmet,0.908,2266,339,2474,554
41,Helmet,0.8598,1946,314,2204,554
41,Helmet,0.8533,1425,297,1558,460
41,Helmet,0.8374,49,249,196,401
41,Helmet,0.5147,457,282,705,606
42,Helmet,0.8247,47,254,192,413
42,Helmet,0.7346,512,283,775,603
42,Helmet,0.7042,1421,297,1557,461
42,Helmet,0.5466,1990,318,2225,530
42,No Helmet,0.5464,1185,333,1317,471
43,Helmet,0.819,49,256,190,406
43,Helmet,0.8012,1424,297,1558,460
43,Helmet,0.4757,2034,311,2259,512
43,Helmet,0.427,585,288,837,601
43,No Helmet,0.2562,1183,339,1318,471
44,Helmet,0.855,47,255,187,404
44,Helmet,0.756,2082,296,2340,513
44,Helmet,0.7114,1421,301,1559,467
44,Helmet,0.6912,653,284,933,616
44,No Helmet,0.4985,1179,343,1320,482
44,No Helmet,0.4386,651,282,928,611
45,Helmet,0.8321,45,254,192,402
45,Helmet,0.6473,1419,303,1561,473
45,No Helmet,0.6462,1182,342,1319,481
45,No Helmet,0.6374,696,300,988,613
46,Helmet,0.8385,45,253,192,403
46,Helmet,0.6717,1417,302,1561,473
46,No Helmet,0.6674,775,301,1060,612
46,No Helmet,0.5467,1180,343,1318,481
47,Helmet,0.8516,1421,300,1559,463
47,Helmet,0.8375,47,253,190,406
48,Helmet,0.8262,47,253,191,412
48,Helmet,0.8158,1424,298,1562,464
48,Helmet,0.3995,2268,253,2491,465
49,Helmet,0.8412,1426,295,1561,457
49,Helmet,0.7275,565,303,697,439
49,Helmet,0.7068,2312,255,2526,454
49,Helmet,0.6812,48,254,187,407
50,Helmet,0.8559,1427,293,1563,453
50,Helmet,0.6714,47,253,187,404
50,Helmet,0.6409,1981,337,2196,538
50,Helmet,0.4464,482,210,586,342
50,Helmet,0.2736,556,310,673,433
51,Helmet,0.9081,1943,336,2169,541
51,Helmet,0.8062,1430,293,1564,463
51,Helmet,0.6203,484,215,590,361
51,Helmet,0.5839,45,255,185,405
51,Helmet,0.3209,2517,19,2559,462
52,Helmet,0.8834,1912,337,2138,536
52,Helmet,0.8023,486,221,590,359
52,Helmet,0.2941,45,254,187,407
53,Helmet,0.8926,1884,331,2078,536
53,Helmet,0.7777,477,223,587,378
53,Helmet,0.3764,45,254,190,414
54,Helmet,0.6781,476,220,586,372
54,Helmet,0.278,44,254,193,417
55,Helmet,0.3491,473,219,587,366
55,Helmet,0.3309,1186,335,1317,469
55,No Helmet,0.2675,40,256,199,424
56,Helmet,0.6364,1421,285,1565,449
56,No Helmet,0.466,0,249,99,502
56,Helmet,0.3579,1183,332,1318,467
56,No Helmet,0.3017,79,253,195,444
57,No Helmet,0.887,0,210,175,497
57,Helmet,0.8439,1421,285,1563,459
57,Helmet,0.4815,1674,299,2022,666
57,Helmet,0.345,1183,332,1317,465
58,Helmet,0.8404,1420,285,1561,457
58,No Helmet,0.7649,8,211,245,494
58,Helmet,0.4919,1184,333,1316,466
59,No Helmet,0.901,37,210,301,493
59,Helmet,0.8353,1420,285,1561,453
59,Helmet,0.6668,1184,336,1317,466
59,Helmet,0.5175,1668,295,1868,490
59,Helmet,0.3645,1896,328,2215,691
59,Helmet,0.3009,771,309,909,453
60,Helmet,0.8675,1650,298,1848,489
60,Helmet,0.7256,1418,286,1560,452
60,Helmet,0.7095,1989,320,2296,664
60,Helmet,0.6965,1184,338,1317,465
60,No Helmet,0.3484,1990,317,2294,662
60,No Helmet,0.2989,151,237,377,505
61,Helmet,0.8796,1626,296,1808,479
61,No Helmet,0.8694,2087,296,2405,659
61,No Helmet,0.8099,206,241,411,500
61,Helmet,0.751,1184,339,1316,467
61,Helmet,0.7193,1417,285,1559,451
61,Helmet,0.3289,770,313,908,458
62,No Helmet,0.8718,242,220,479,502
62,Helmet,0.8127,1597,297,1782,492
62,Helmet,0.7992,2184,278,2500,649
62,Helmet,0.646,1418,286,1560,446
62,Helmet,0.6104,1187,339,1316,465
62,No Helmet,0.3518,2182,277,2497,650
62,Helmet,0.2628,487,217,587,336
63,Helmet,0.7947,1573,302,1759,480
63,Helmet,0.6554,1416,286,1558,439
63,No Helmet,0.6413,305,222,528,504
63,Helmet,0.4091,1188,338,1317,466
64,Helmet,0.6985,1548,299,1729,461
64,Helmet,0.567,368,210,590,492
64,Helmet,0.4171,2384,277,2560,640
64,Helmet,0.3911,1414,288,1545,433
65,No Helmet,0.8146,411,219,656,520
65,Helmet,0.7036,1538,304,1705,471
65,Helmet,0.3037,61,249,268,436
66,No Helmet,0.9096,458,227,688,523
66,Helmet,0.8167,1519,309,1677,491
66,Helmet,0.395,146,248,255,403
67,No Helmet,0.7442,505,224,742,514
67,Helmet,0.5969,1187,337,1319,466
67,Helmet,0.5534,80,253,253,403
67,Helmet,0.5492,134,248,254,411
67,Helmet,0.2783,41,252,147,409
68,No Helmet,0.8566,578,221,791,513
68,Helmet,0.7168,50,242,272,463
69,Helmet,0.7588,617,226,849,512
69,Helmet,0.5925,44,249,207,428
69,Helmet,0.4723,60,251,253,427
69,Helmet,0.3371,1183,332,1318,464
69,No Helmet,0.2823,1179,328,1317,463
70,Helmet,0.7651,668,230,918,525
70,No Helmet,0.6808,671,232,911,523
70,Helmet,0.2932,1184,336,1318,467
71,Helmet,0.6035,12,265,139,415
71,No Helmet,0.3272,717,229,949,523
71,Helmet,0.2531,718,233,945,517
72,No Helmet,0.5796,758,247,998,536
72,Helmet,0.5164,1365,304,1557,481
72,Helmet,0.5094,755,244,997,531
72,Helmet,0.3328,5,268,135,417
73,Helmet,0.8588,1349,306,1552,497
73,No Helmet,0.6071,808,250,1035,540
73,No Helmet,0.5982,1183,351,1317,485
74,Helmet,0.7585,1326,315,1485,484
74,Helmet,0.3975,834,256,1089,529
75,Helmet,0.7679,1291,305,1458,488
75,Helmet,0.6444,904,253,1133,532
75,Helmet,0.3096,454,226,556,349
75,Helmet,0.3063,1443,298,1553,449
76,Helmet,0.8086,1422,293,1557,456
76,Helmet,0.648,1235,298,1418,488
76,Helmet,0.5343,0,370,54,494
76,No Helmet,0.4621,949,236,1190,540
76,Helmet,0.41,453,225,551,352
76,Helmet,0.2555,952,237,1190,538
77,No Helmet,0.8716,1004,256,1219,537
77,Helmet,0.8439,1200,296,1410,503
77,Helmet,0.7284,1425,293,1560,484
77,Helmet,0.6394,447,224,548,357
78,No Helmet,0.7134,1043,240,1259,532
78,Helmet,0.7018,446,227,545,361
79,No Helmet,0.8942,1095,230,1316,528
79,Helmet,0.6765,442,227,541,356
79,Helmet,0.2567,1422,292,1568,460
80,No Helmet,0.8561,1145,228,1368,539
80,Helmet,0.6474,438,228,531,349
81,No Helmet,0.91,1183,234,1413,547
81,Helmet,0.4702,430,229,529,360
81,No Helmet,0.2695,1427,282,1569,459
82,No Helmet,0.926,1235,237,1457,536
82,No Helmet,0.4634,1444,280,1569,473
82,Helmet,0.4485,774,334,913,480
82,Helmet,0.4299,430,235,525,357
83,No Helmet,0.9291,1292,238,1505,524
83,Helmet,0.772,429,240,528,368
83,Helmet,0.6355,773,333,912,480
84,No Helmet,0.91,1332,243,1560,532
84,Helmet,0.8083,771,332,913,479
84,No Helmet,0.621,1195,345,1320,512
84,Helmet,0.6158,427,239,527,370
85,No Helmet,0.9001,1378,254,1605,536
85,Helmet,0.8006,770,332,913,479
85,Helmet,0.4737,425,239,526,370
85,No Helmet,0.329,1165,340,1325,505
86,No Helmet,0.9257,1418,249,1653,551
86,Helmet,0.8179,771,327,913,483
86,Helmet,0.6998,1001,316,1180,492
86,Helmet,0.5849,425,238,527,368
86,No Helmet,0.4852,1180,339,1321,466
87,No Helmet,0.9199,1457,247,1707,546
87,Helmet,0.8576,978,314,1145,487
87,Helmet,0.8067,774,325,913,478
87,Helmet,0.6443,423,239,527,368
88,No Helmet,0.9105,1540,235,1754,523
88,Helmet,0.8932,954,292,1128,476
88,Helmet,0.7573,776,327,915,475
88,Helmet,0.5393,423,240,526,367
88,Helmet,0.4246,20,250,203,442
89,No Helmet,0.9132,1581,225,1811,526
89,Helmet,0.8852,930,292,1096,474
89,Helmet,0.6094,19,248,210,439
89,Helmet,0.333,778,330,916,470
90,No Helmet,0.9148,1628,213,1865,514
90,Helmet,0.7647,908,282,1073,456
90,Helmet,0.7512,1435,281,1575,465
90,Helmet,0.6693,21,249,209,435
91,No Helmet,0.9323,1675,209,1909,519
91,Helmet,0.6451,1439,282,1575,462
91,Helmet,0.5983,884,286,1042,455
91,Helmet,0.5073,22,250,202,427
92,No Helmet,0.9206,1708,208,1957,531
92,Helmet,0.7268,1440,282,1580,452
92,Helmet,0.5421,829,284,1020,455
92,Helmet,0.4383,32,252,201,414
93,No Helmet,0.9229,1773,210,2003,520
93,Helmet,0.8304,1441,281,1583,451
93,Helmet,0.7946,808,287,974,462
93,Helmet,0.474,53,253,200,407
93,Helmet,0.3212,1181,335,1320,460
94,No Helmet,0.9194,1818,217,2057,527
94,Helmet,0.8775,784,297,957,467
94,Helmet,0.8408,1441,281,1585,449
94,Helmet,0.3558,87,254,201,389
95,No Helmet,0.9315,1868,229,2104,540
95,Helmet,0.8754,772,300,936,460
95,Helmet,0.8552,1441,280,1585,451
95,Helmet,0.5477,91,253,205,387
95,Helmet,0.3812,1183,334,1321,461
96,No Helmet,0.9345,1920,239,2150,549
96,Helmet,0.8873,752,307,909,462
96,Helmet,0.8729,1441,280,1585,451
96,Helmet,0.747,83,247,208,391
97,No Helmet,0.9195,1958,254,2200,571
97,Helmet,0.8676,1442,279,1587,453
97,Helmet,0.7595,94,257,203,387
97,Helmet,0.7586,736,315,898,465
97,Helmet,0.529,453,231,561,377
97,Helmet,0.4759,1186,336,1319,463
98,No Helmet,0.9342,2011,263,2246,578
98,Helmet,0.837,1444,285,1586,460
98,Helmet,0.7779,72,249,206,389
98,Helmet,0.6038,712,317,910,487
98,Helmet,0.2951,1186,340,1323,465
99,No Helmet,0.9422,2063,264,2300,579
99,Helmet,0.8031,1445,291,1589,461
99,Helmet,0.7338,681,327,820,480
99,Helmet,0.6552,75,256,208,392
99,Helmet,0.5794,463,244,576,382
99,Helmet,0.3579,1187,344,1327,474
100,No Helmet,0.9342,2116,255,2350,575
100,Helmet,0.8179,1447,291,1589,460
100,Helmet,0.6835,659,325,796,471
100,Helmet,0.4327,1189,347,1326,474
100,Helmet,0.4176,77,258,199,383
100,Helmet,0.2521,469,249,586,383
101,No Helmet,0.9297,2164,247,2405,565
101,Helmet,0.8216,1446,291,1590,461
101,Helmet,0.6934,627,321,780,468
101,Helmet,0.615,483,249,593,385
101,Helmet,0.4017,74,255,199,383
101,Helmet,0.3611,1190,346,1326,474
102,No Helmet,0.9328,2231,243,2464,550
102,Helmet,0.8082,1445,289,1591,455
102,Helmet,0.6847,603,316,771,473
102,Helmet,0.6572,495,250,604,381
102,Helmet,0.3145,72,252,199,387
103,No Helmet,0.8812,2293,236,2510,546
103,Helmet,0.7649,1445,290,1592,457
103,Helmet,0.3854,71,253,199,390
103,Helmet,0.3085,575,300,734,456
104,No Helmet,0.8723,2340,221,2560,547
104,Helmet,0.7862,1446,290,1593,461
104,Helmet,0.7098,777,332,916,489
104,Helmet,0.4589,545,319,712,451
104,Helmet,0.3122,68,251,196,390
105,Helmet,0.8664,775,332,917,488
105,No Helmet,0.8523,2392,227,2560,588
105,Helmet,0.8366,1446,289,1592,459
105,Helmet,0.2774,506,254,658,428
105,Helmet,0.2624,65,251,195,402
106,Helmet,0.8433,1446,290,1592,460
106,Helmet,0.8415,775,331,918,487
106,No Helmet,0.604,2452,227,2559,581
106,Helmet,0.3489,493,257,655,438
106,Helmet,0.3471,2452,221,2559,579
107,Helmet,0.8633,1447,289,1591,461
107,Helmet,0.8343,776,330,918,485
107,Helmet,0.4357,519,247,651,412
107,Helmet,0.3802,2508,274,2559,570
108,Helmet,0.8585,1447,290,1591,458
108,Helmet,0.8159,775,329,918,485
108,Helmet,0.7314,547,238,651,376
108,Helmet,0.6587,65,252,209,411
109,Helmet,0.8501,776,329,917,484
109,Helmet,0.8426,555,238,653,362
109,Helmet,0.7736,1446,290,1589,454
109,Helmet,0.725,63,253,208,412
110,Helmet,0.8415,562,241,657,362
110,Helmet,0.8316,778,328,917,485
110,Helmet,0.7007,1445,292,1586,456
110,Helmet,0.5843,60,255,206,411
110,Helmet,0.5259,373,299,523,452
110,Helmet,0.5173,1190,344,1324,469
111,Helmet,0.8003,780,322,919,484
111,Helmet,0.7965,567,243,666,362
111,Helmet,0.7372,1447,291,1588,459
111,Helmet,0.5113,1190,344,1326,472
111,Helmet,0.3914,336,311,515,463
111,Helmet,0.3574,58,257,196,397
112,Helmet,0.8306,1446,293,1590,460
112,Helmet,0.7499,570,241,675,365
112,Helmet,0.617,1190,345,1326,472
112,Helmet,0.5637,784,330,920,487
112,Helmet,0.3986,309,309,498,456
112,Helmet,0.3969,52,258,193,414
113,Helmet,0.8781,1446,297,1589,460
113,Helmet,0.8035,291,308,448,460
113,Helmet,0.6914,780,332,919,490
113,Helmet,0.6331,1189,345,1331,474
113,Helmet,0.6141,576,241,682,362
114,Helmet,0.8702,1446,297,1589,462
114,Helmet,0.8188,270,307,434,450
114,Helmet,0.6787,580,241,688,362
114,Helmet,0.6444,1189,344,1330,473
114,Helmet,0.5226,782,333,920,488
115,Helmet,0.8637,1446,298,1588,462
115,Helmet,0.825,245,308,396,455
115,Helmet,0.6728,1190,345,1330,474
115,Helmet,0.3995,583,240,694,363
115,Helmet,0.3363,56,265,190,394
116,Helmet,0.8387,1447,298,1590,463
116,Helmet,0.7672,238,309,371,455
116,Helmet,0.7212,1190,345,1330,473
116,Helmet,0.585,592,244,700,361
116,Helmet,0.2646,53,263,205,394
117,Helmet,0.8077,1448,298,1591,464
117,Helmet,0.7383,1190,345,1329,473
117,Helmet,0.646,599,246,701,361
117,Helmet,0.4605,53,260,219,406
117,Helmet,0.4489,218,292,362,462
117,Helmet,0.4251,756,658,837,740
118,Helmet,0.8523,599,241,709,368
118,Helmet,0.8235,1448,299,1591,468
118,Helmet,0.6867,1191,345,1328,472
118,Helmet,0.5144,783,344,919,492
118,Helmet,0.4324,57,264,188,392
119,Helmet,0.8547,1448,300,1590,466
119,Helmet,0.7995,604,243,709,365
119,Helmet,0.5916,1191,344,1328,470
119,Helmet,0.3904,53,264,203,400
119,Helmet,0.3643,784,349,919,492
119,Helmet,0.2782,51,265,252,422
119,Helmet,0.2515,758,661,839,742
120,Helmet,0.8542,1449,300,1589,465
120,Helmet,0.808,607,245,712,366
120,Helmet,0.4451,1191,344,1329,470
120,Helmet,0.4127,58,268,212,417
120,Helmet,0.2513,782,348,918,492
121,Helmet,0.8612,1450,301,1589,468
121,Helmet,0.7958,610,251,713,370
121,Helmet,0.4798,1191,344,1330,471
121,Helmet,0.3148,781,348,917,495
122,Helmet,0.8797,613,249,715,370
122,Helmet,0.8409,1450,301,1588,463
122,Helmet,0.542,1191,343,1331,471
122,Helmet,0.5026,781,342,917,495
123,Helmet,0.8883,614,250,718,371
123,Helmet,0.8575,1450,300,1587,460
123,Helmet,0.4887,474,287,606,440
123,Helmet,0.4552,1191,343,1332,470
124,Helmet,0.8831,614,250,721,372
124,Helmet,0.8803,1449,300,1586,463
124,Helmet,0.2953,476,287,605,419
124,Helmet,0.2875,1192,343,1333,470
125,Helmet,0.8868,1448,300,1586,462
125,Helmet,0.881,614,248,721,370
125,Helmet,0.7443,81,264,216,400
125,Helmet,0.3171,475,288,605,414
126,Helmet,0.8901,1448,300,1586,460
126,Helmet,0.8887,615,248,721,369
126,Helmet,0.8242,64,268,213,448
126,Helmet,0.4523,474,289,608,425
127,Helmet,0.8912,1448,301,1586,459
127,Helmet,0.8776,615,248,723,369
127,Helmet,0.7954,57,269,211,449
127,Helmet,0.3576,494,296,606,453
128,Helmet,0.8879,1447,300,1586,459
128,Helmet,0.8348,615,249,723,369
128,Helmet,0.8066,50,271,208,452
129,Helmet,0.8711,1449,301,1587,457
129,Helmet,0.8599,619,247,726,371
129,Helmet,0.8452,57,273,206,429
129,Helmet,0.5153,472,291,608,425
130,Helmet,0.8724,621,247,729,372
130,Helmet,0.8548,1449,301,1588,459
130,Helmet,0.8265,57,274,206,429
130,Helmet,0.7227,471,290,608,429
131,Helmet,0.8799,626,247,733,371
131,Helmet,0.8548,1450,301,1588,457
131,Helmet,0.7813,61,274,208,426
131,Helmet,0.5466,467,289,609,436
131,Helmet,0.4498,1193,341,1334,474
132,Helmet,0.8895,627,245,734,369
132,Helmet,0.8547,1450,299,1589,454
132,Helmet,0.6832,62,271,216,417
132,Helmet,0.5776,1194,340,1335,475
132,Helmet,0.5484,466,287,611,443
132,Helmet,0.2501,766,676,837,749
133,Helmet,0.8704,1450,298,1589,456
133,Helmet,0.8427,629,243,738,369
133,Helmet,0.6117,1194,340,1335,475
133,Helmet,0.6079,58,265,226,417
133,Helmet,0.5492,466,286,612,444
133,Helmet,0.399,97,262,256,405
134,Helmet,0.8796,631,242,739,368
134,Helmet,0.8666,1449,296,1589,458
134,Helmet,0.6819,1194,339,1334,475
134,Helmet,0.6782,55,260,240,426
134,Helmet,0.4581,469,285,612,439
134,Helmet,0.3215,765,664,846,751
135,Helmet,0.8761,632,241,738,366
135,Helmet,0.8643,1448,295,1589,458
135,Helmet,0.72,58,259,240,427
135,Helmet,0.6508,1194,338,1335,476
135,Helmet,0.5418,769,665,849,751
135,Helmet,0.2701,471,285,611,432
135,Helmet,0.2677,782,357,919,478
136,Helmet,0.867,1449,294,1589,456
136,Helmet,0.7946,637,240,742,365
136,Helmet,0.6632,1195,337,1334,474
136,Helmet,0.5628,75,257,257,408
136,Helmet,0.4629,771,669,846,749
136,Helmet,0.2733,782,355,920,474
137,Helmet,0.8682,1450,294,1590,454
137,Helmet,0.7757,638,239,745,365
137,Helmet,0.7328,1195,337,1332,474
137,Helmet,0.5681,100,248,260,408
137,Helmet,0.4954,771,667,846,748
137,Helmet,0.3884,62,255,244,426
138,Helmet,0.8682,1451,293,1590,453
138,Helmet,0.7341,1196,338,1331,473
138,Helmet,0.5995,642,241,746,366
138,Helmet,0.5862,103,250,259,407
138,Helmet,0.5487,771,671,846,751
138,Helmet,0.2585,70,256,236,419
139,Helmet,0.8489,1451,293,1590,449
139,Helmet,0.7165,1196,338,1332,474
139,Helmet,0.5734,773,669,848,750
139,Helmet,0.4946,97,255,258,407
139,Helmet,0.4272,647,238,750,367
140,Helmet,0.8237,1450,293,1591,452
140,Helmet,0.7644,1196,338,1332,473
140,Helmet,0.5711,101,250,258,408
140,Helmet,0.5394,772,666,850,751
141,Helmet,0.7924,1450,293,1592,451
141,Helmet,0.7791,1196,337,1331,474
141,Helmet,0.6433,770,663,851,752
141,Helmet,0.6319,98,250,258,409
141,Helmet,0.2726,654,237,757,368
142,Helmet,0.7818,1450,293,1592,450
142,Helmet,0.7379,1196,337,1331,474
142,Helmet,0.6781,772,666,851,751
142,Helmet,0.6295,101,249,252,403
142,Helmet,0.3184,483,285,604,405
142,Helmet,0.2999,777,337,925,469
142,Helmet,0.2846,238,264,329,390
143,Helmet,0.776,1450,294,1592,450
143,Helmet,0.7458,97,250,253,407
143,Helmet,0.6963,1197,337,1329,474
143,Helmet,0.6441,777,333,925,474
143,Helmet,0.6362,775,670,851,751
143,Helmet,0.3464,483,286,605,406
144,Helmet,0.7734,1450,293,1592,450
144,Helmet,0.766,97,248,257,408
144,Helmet,0.7039,1198,337,1328,473
144,Helmet,0.6665,778,334,924,476
144,Helmet,0.5087,774,672,849,750
144,Helmet,0.4578,489,285,603,400
145,Helmet,0.7766,1450,294,1592,450
145,Helmet,0.759,98,245,258,408
145,Helmet,0.7391,1198,338,1328,473
145,Helmet,0.7317,776,332,923,475
145,Helmet,0.6311,488,285,603,401
145,Helmet,0.3266,667,217,779,370
145,Helmet,0.2965,772,671,848,749
146,Helmet,0.8052,1452,294,1593,451
146,Helmet,0.8051,1200,340,1330,471
146,Helmet,0.7547,781,337,922,477
146,Helmet,0.6481,98,245,257,403
146,Helmet,0.4263,492,288,602,396
146,Helmet,0.276,774,668,851,745
147,Helmet,0.798,1201,340,1328,471
147,Helmet,0.7848,1453,294,1593,447
147,Helmet,0.7551,93,246,254,407
147,Helmet,0.7159,784,339,923,477
147,Helmet,0.2714,243,266,340,390
148,Helmet,0.7943,1453,293,1593,444
148,Helmet,0.7763,1202,341,1326,470
148,Helmet,0.739,786,336,923,479
148,Helmet,0.7295,91,245,253,412
148,No Helmet,0.2648,1201,339,1325,467
149,Helmet,0.7782,89,244,250,415
149,Helmet,0.7769,1452,293,1593,442
149,Helmet,0.7344,784,337,921,477
149,Helmet,0.7012,1202,341,1326,469
149,No Helmet,0.3412,1202,339,1325,465
149,Helmet,0.3379,490,287,599,389
149,Helmet,0.2688,771,667,847,741
150,Helmet,0.7751,1454,294,1592,443
150,Helmet,0.7603,87,243,253,420
150,Helmet,0.731,786,336,920,473
150,Helmet,0.7228,1202,342,1327,469
150,Helmet,0.3154,488,287,600,391
