frame,class,confidence,x1,y1,x2,y2
101,Helmet,0.4639,259,432,278,455
102,Helmet,0.4807,259,432,278,455
103,Helmet,0.4326,256,432,277,455
104,Helmet,0.3659,256,433,277,455
105,Helmet,0.463,255,432,275,455
106,Helmet,0.482,254,432,275,455
107,Helmet,0.4759,252,431,272,454
108,Helmet,0.5674,251,431,272,455
109,Helmet,0.5209,249,431,270,455
110,Helmet,0.506,249,431,270,456
111,Helmet,0.4175,248,430,269,455
112,Helmet,0.4209,248,430,269,455
113,Helmet,0.7497,244,431,265,456
114,Helmet,0.7534,244,431,266,456
115,Helmet,0.6511,242,432,265,457
116,Helmet,0.6564,242,431,265,457
117,Helmet,0.4244,238,433,260,456
118,Helmet,0.4129,238,433,260,456
118,Helmet,0.3736,235,435,258,459
119,Helmet,0.5626,231,433,255,456
120,Helmet,0.592,231,433,255,456
121,Helmet,0.6949,226,433,252,460
122,Helmet,0.6949,226,433,252,460
123,Helmet,0.7392,222,433,247,461
124,Helmet,0.7424,222,433,247,461
125,Helmet,0.8346,217,432,245,463
126,Helmet,0.835,217,432,245,463
127,Helmet,0.8629,211,434,239,464
128,Helmet,0.8634,211,434,239,463
129,Helmet,0.7916,207,432,236,463
130,Helmet,0.7951,206,432,236,463
131,Helmet,0.7972,205,431,234,460
132,Helmet,0.7996,205,431,234,460
133,Helmet,0.5786,204,432,228,459
134,Helmet,0.5998,202,432,226,461
135,Helmet,0.4465,200,430,220,457
136,Helmet,0.4592,200,430,220,457
137,Helmet,0.5937,175,436,202,468
138,Helmet,0.5245,176,437,201,467
139,Helmet,0.7421,170,428,198,464
139,Helmet,0.7392,165,429,194,466
140,Helmet,0.7463,169,427,198,464
141,Helmet,0.7497,154,433,183,470
141,Helmet,0.3408,160,429,189,467
142,Helmet,0.6822,154,433,183,471
142,Helmet,0.3637,160,429,189,467
143,Helmet,0.8917,143,432,179,473
144,Helmet,0.8899,143,432,179,474
145,Helmet,0.88,132,432,171,473
146,Helmet,0.8766,133,432,171,473
147,Helmet,0.805,119,428,163,473
147,Helmet,0.7945,142,427,169,469
148,Helmet,0.8057,119,428,163,473
148,Helmet,0.801,142,427,169,469
149,Helmet,0.8255,132,426,160,466
149,Helmet,0.492,105,430,140,470
150,Helmet,0.8297,132,426,160,466
150,Helmet,0.4988,105,430,139,470
151,Helmet,0.8465,118,426,147,469
151,Helmet,0.7808,87,431,124,477
151,Helmet,0.566,112,429,144,475
151,Helmet,0.4761,88,428,142,474
152,Helmet,0.8473,118,426,147,468
152,Helmet,0.7803,86,431,124,477
152,Helmet,0.5563,113,428,144,474
152,Helmet,0.4567,89,428,143,473
153,Helmet,0.8385,104,425,133,469
153,Helmet,0.7509,66,429,109,479
154,Helmet,0.8421,104,425,133,470
154,Helmet,0.7558,66,429,109,479
155,Helmet,0.8228,84,423,120,468
155,Helmet,0.275,48,429,86,474
156,Helmet,0.8231,84,423,120,468
156,Helmet,0.2546,48,428,86,475
157,Helmet,0.8498,63,423,101,467
157,Helmet,0.7963,25,429,66,479
158,Helmet,0.8502,63,423,101,468
158,Helmet,0.7965,25,429,66,479
159,Helmet,0.8837,41,421,82,474
159,Helmet,0.715,0,426,45,486
160,Helmet,0.8797,41,420,82,474
160,Helmet,0.6867,0,425,46,486
161,Helmet,0.9146,13,417,61,476
162,Helmet,0.9143,13,417,61,476
163,Helmet,0.8461,0,418,39,477
164,Helmet,0.8341,0,418,38,477
171,Helmet,0.2601,286,429,296,446
175,Helmet,0.3553,285,430,295,447
176,Helmet,0.3412,285,430,295,447
177,Helmet,0.3557,286,430,295,446
178,Helmet,0.3524,285,430,295,447
179,Helmet,0.303,283,430,294,448
180,Helmet,0.3034,283,430,294,448
181,Helmet,0.2641,282,430,293,448
182,Helmet,0.2819,282,430,293,448
186,Helmet,0.2797,278,430,292,449
191,Helmet,0.277,265,430,279,450
192,Helmet,0.2856,265,430,279,450
193,Helmet,0.4493,264,430,277,450
194,Helmet,0.3794,264,430,277,450
195,Helmet,0.4766,263,429,276,449
196,Helmet,0.4815,263,429,276,449
197,Helmet,0.5509,259,431,274,451
198,Helmet,0.5826,256,428,272,450
199,Helmet,0.2902,253,429,271,451
200,Helmet,0.2543,250,430,270,453
201,Helmet,0.6613,244,428,261,450
202,Helmet,0.3709,237,429,254,451
203,Helmet,0.4989,232,428,252,452
204,Helmet,0.3726,227,428,249,453
205,Helmet,0.8317,220,427,242,454
206,Helmet,0.6877,211,428,234,455
207,Helmet,0.5371,202,427,227,454
208,Helmet,0.7158,196,427,219,456
209,No Helmet,0.6722,186,425,209,452
210,No Helmet,0.7378,175,425,199,454
210,Helmet,0.2968,232,431,249,449
211,No Helmet,0.8406,164,426,189,456
212,No Helmet,0.8126,150,425,177,457
212,Helmet,0.3215,228,432,249,451
213,No Helmet,0.6167,136,424,163,456
214,No Helmet,0.8469,118,424,148,460
215,No Helmet,0.887,100,423,131,460
216,No Helmet,0.8928,78,420,112,460
217,No Helmet,0.8873,53,419,91,462
218,No Helmet,0.8319,25,415,64,463
220,Helmet,0.2703,215,434,231,453
222,Helmet,0.2868,206,438,227,456
223,Helmet,0.2542,204,438,225,456
228,Helmet,0.3781,181,439,202,462
229,Helmet,0.2847,176,440,197,463
230,Helmet,0.3395,171,440,191,461
231,No Helmet,0.2728,164,440,185,463
232,Helmet,0.4095,158,439,180,465
233,No Helmet,0.4182,152,439,176,467
235,Helmet,0.2946,131,438,159,469
236,No Helmet,0.3045,123,438,150,465
237,Helmet,0.7122,113,434,139,462
238,Helmet,0.7556,104,436,131,465
240,Helmet,0.3413,81,437,108,463
241,Helmet,0.5936,64,434,90,465
243,Helmet,0.4963,29,430,61,463
402,Helmet,0.362,285,429,295,445
403,Helmet,0.2973,285,428,294,445
404,Helmet,0.4913,284,428,294,445
405,Helmet,0.3887,282,429,293,446
406,Helmet,0.371,279,429,292,446
407,Helmet,0.3699,277,429,292,447
408,Helmet,0.2916,276,429,292,448
410,Helmet,0.2756,266,430,280,448
411,Helmet,0.5161,265,432,280,451
412,Helmet,0.5857,263,432,280,453
413,Helmet,0.6059,262,432,280,454
414,Helmet,0.4877,259,433,277,455
415,Helmet,0.4676,253,432,272,454
416,Helmet,0.5296,251,432,271,455
417,Helmet,0.3958,248,433,269,456
418,Helmet,0.5248,243,432,263,455
419,Helmet,0.6573,240,432,261,456
420,Helmet,0.5203,234,433,257,457
421,Helmet,0.5671,228,432,250,457
422,Helmet,0.5723,228,432,250,457
423,Helmet,0.5739,228,432,250,457
424,Helmet,0.5915,228,432,250,457
425,Helmet,0.5878,228,433,250,457
427,Helmet,0.2777,181,433,198,454
428,Helmet,0.2899,181,433,197,453
429,Helmet,0.2956,181,432,196,452
